pair,file,column,arm,min_ns,bytes
61,citm_catalog,scan,swar8,779200,1727204
61,citm_catalog,scan,avx2,770000,1727204
1,citm_catalog,struct-parse,swar8,1250800,1727204
1,citm_catalog,struct-parse,avx2,1226700,1727204
2,citm_catalog,struct-parse,swar8,1253100,1727204
2,citm_catalog,struct-parse,avx2,1222100,1727204
3,citm_catalog,struct-parse,swar8,1255500,1727204
3,citm_catalog,struct-parse,avx2,1221300,1727204
4,citm_catalog,struct-parse,swar8,1245400,1727204
4,citm_catalog,struct-parse,avx2,1232600,1727204
5,citm_catalog,struct-parse,swar8,1233400,1727204
5,citm_catalog,struct-parse,avx2,1241900,1727204
6,citm_catalog,struct-parse,swar8,1247700,1727204
6,citm_catalog,struct-parse,avx2,1232300,1727204
7,citm_catalog,struct-parse,swar8,1239500,1727204
7,citm_catalog,struct-parse,avx2,1241700,1727204
8,citm_catalog,struct-parse,swar8,1260300,1727204
8,citm_catalog,struct-parse,avx2,1238300,1727204
9,citm_catalog,struct-parse,swar8,1268700,1727204
9,citm_catalog,struct-parse,avx2,1235100,1727204
10,citm_catalog,struct-parse,swar8,1219000,1727204
10,citm_catalog,struct-parse,avx2,1225800,1727204
11,citm_catalog,struct-parse,swar8,1233700,1727204
11,citm_catalog,struct-parse,avx2,1249100,1727204
12,citm_catalog,struct-parse,swar8,1250400,1727204
12,citm_catalog,struct-parse,avx2,1233900,1727204
13,citm_catalog,struct-parse,swar8,1262600,1727204
13,citm_catalog,struct-parse,avx2,1240800,1727204
14,citm_catalog,struct-parse,swar8,1279100,1727204
14,citm_catalog,struct-parse,avx2,1257300,1727204
15,citm_catalog,struct-parse,swar8,1255300,1727204
15,citm_catalog,struct-parse,avx2,1220300,1727204
16,citm_catalog,struct-parse,swar8,1260100,1727204
16,citm_catalog,struct-parse,avx2,1237100,1727204
17,citm_catalog,struct-parse,swar8,1217000,1727204
17,citm_catalog,struct-parse,avx2,1225700,1727204
18,citm_catalog,struct-parse,swar8,1247500,1727204
18,citm_catalog,struct-parse,avx2,1234700,1727204
19,citm_catalog,struct-parse,swar8,1248000,1727204
19,citm_catalog,struct-parse,avx2,1210400,1727204
20,citm_catalog,struct-parse,swar8,1256600,1727204
20,citm_catalog,struct-parse,avx2,1210000,1727204
21,citm_catalog,struct-parse,swar8,1243300,1727204
21,citm_catalog,struct-parse,avx2,1222100,1727204
22,citm_catalog,struct-parse,swar8,1213100,1727204
22,citm_catalog,struct-parse,avx2,1219700,1727204
23,citm_catalog,struct-parse,swar8,1236700,1727204
23,citm_catalog,struct-parse,avx2,1214100,1727204
24,citm_catalog,struct-parse,swar8,1247200,1727204
24,citm_catalog,struct-parse,avx2,1219200,1727204
25,citm_catalog,struct-parse,swar8,1244700,1727204
25,citm_catalog,struct-parse,avx2,1215100,1727204
26,citm_catalog,struct-parse,swar8,1234700,1727204
26,citm_catalog,struct-parse,avx2,1221500,1727204
27,citm_catalog,struct-parse,swar8,1241200,1727204
27,citm_catalog,struct-parse,avx2,1229400,1727204
28,citm_catalog,struct-parse,swar8,1244800,1727204
28,citm_catalog,struct-parse,avx2,1229200,1727204
29,citm_catalog,struct-parse,swar8,1249900,1727204
