pair,file,column,arm,min_ns,bytes
10,twitter,dom-stringify,folded,257000,466906
11,twitter,dom-stringify,no_fold,224400,466906
11,twitter,dom-stringify,folded,266800,466906
12,twitter,dom-stringify,no_fold,238500,466906
12,twitter,dom-stringify,folded,285500,466906
13,twitter,dom-stringify,no_fold,231300,466906
13,twitter,dom-stringify,folded,265600,466906
14,twitter,dom-stringify,no_fold,221000,466906
14,twitter,dom-stringify,folded,266400,466906
15,twitter,dom-stringify,no_fold,244300,466906
15,twitter,dom-stringify,folded,269600,466906
16,twitter,dom-stringify,no_fold,237300,466906
16,twitter,dom-stringify,folded,273000,466906
17,twitter,dom-stringify,no_fold,235600,466906
17,twitter,dom-stringify,folded,269100,466906
18,twitter,dom-stringify,no_fold,238100,466906
18,twitter,dom-stringify,folded,279900,466906
19,twitter,dom-stringify,no_fold,237700,466906
19,twitter,dom-stringify,folded,283600,466906
20,twitter,dom-stringify,no_fold,226200,466906
20,twitter,dom-stringify,folded,268900,466906
21,twitter,dom-stringify,no_fold,244400,466906
21,twitter,dom-stringify,folded,269300,466906
22,twitter,dom-stringify,no_fold,239500,466906
22,twitter,dom-stringify,folded,268000,466906
23,twitter,dom-stringify,no_fold,238200,466906
23,twitter,dom-stringify,folded,268400,466906
24,twitter,dom-stringify,no_fold,248300,466906
24,twitter,dom-stringify,folded,270000,466906
25,twitter,dom-stringify,no_fold,241400,466906
25,twitter,dom-stringify,folded,266400,466906
26,twitter,dom-stringify,no_fold,251600,466906
26,twitter,dom-stringify,folded,252200,466906
27,twitter,dom-stringify,no_fold,238700,466906
27,twitter,dom-stringify,folded,266700,466906
28,twitter,dom-stringify,no_fold,226400,466906
28,twitter,dom-stringify,folded,281300,466906
29,twitter,dom-stringify,no_fold,238800,466906
29,twitter,dom-stringify,folded,267300,466906
30,twitter,dom-stringify,no_fold,235400,466906
30,twitter,dom-stringify,folded,267100,466906
31,twitter,dom-stringify,no_fold,239300,466906
31,twitter,dom-stringify,folded,280400,466906
32,twitter,dom-stringify,no_fold,233800,466906
32,twitter,dom-stringify,folded,254200,466906
33,twitter,dom-stringify,no_fold,242900,466906
33,twitter,dom-stringify,folded,258200,466906
34,twitter,dom-stringify,no_fold,249900,466906
34,twitter,dom-stringify,folded,266200,466906
35,twitter,dom-stringify,no_fold,243900,466906
35,twitter,dom-stringify,folded,266300,466906
36,twitter,dom-stringify,no_fold,234900,466906
36,twitter,dom-stringify,folded,247500,466906
37,twitter,dom-stringify,no_fold,236600,466906
37,twitter,dom-stringify,folded,265900,466906
38,twitter,dom-stringify,no_fold,242700,466906
38,twitter,dom-stringify,folded,269000,466906
39,twitter,dom-stringify,no_fold,237400,466906
39,twitter,dom-stringify,folded,247100,466906
40,twitter,dom-stringify,no_fold,248800,466906
