pair,file,column,arm,min_ns,bytes
5,twitter,dom-parse,esc_wide,2027600,646995
6,twitter,dom-parse,esc_scalar,1927600,646995
6,twitter,dom-parse,esc_wide,1928100,646995
7,twitter,dom-parse,esc_scalar,1968400,646995
7,twitter,dom-parse,esc_wide,2024000,646995
8,twitter,dom-parse,esc_scalar,2005000,646995
8,twitter,dom-parse,esc_wide,2021500,646995
9,twitter,dom-parse,esc_scalar,2009400,646995
9,twitter,dom-parse,esc_wide,2066900,646995
10,twitter,dom-parse,esc_scalar,1947900,646995
10,twitter,dom-parse,esc_wide,1986700,646995
11,twitter,dom-parse,esc_scalar,1977100,646995
11,twitter,dom-parse,esc_wide,1906000,646995
12,twitter,dom-parse,esc_scalar,1998100,646995
12,twitter,dom-parse,esc_wide,1948900,646995
13,twitter,dom-parse,esc_scalar,1945400,646995
13,twitter,dom-parse,esc_wide,1904100,646995
14,twitter,dom-parse,esc_scalar,1957500,646995
14,twitter,dom-parse,esc_wide,1932100,646995
15,twitter,dom-parse,esc_scalar,1981800,646995
15,twitter,dom-parse,esc_wide,2138300,646995
16,twitter,dom-parse,esc_scalar,2069500,646995
16,twitter,dom-parse,esc_wide,2084000,646995
17,twitter,dom-parse,esc_scalar,2087500,646995
17,twitter,dom-parse,esc_wide,2067000,646995
18,twitter,dom-parse,esc_scalar,1996700,646995
18,twitter,dom-parse,esc_wide,2049600,646995
19,twitter,dom-parse,esc_scalar,2046100,646995
19,twitter,dom-parse,esc_wide,1988500,646995
20,twitter,dom-parse,esc_scalar,1987600,646995
20,twitter,dom-parse,esc_wide,2035500,646995
21,twitter,dom-parse,esc_scalar,2019100,646995
21,twitter,dom-parse,esc_wide,1984400,646995
22,twitter,dom-parse,esc_scalar,1981100,646995
22,twitter,dom-parse,esc_wide,2035100,646995
23,twitter,dom-parse,esc_scalar,1978000,646995
23,twitter,dom-parse,esc_wide,2010700,646995
24,twitter,dom-parse,esc_scalar,2000000,646995
24,twitter,dom-parse,esc_wide,1973000,646995
25,twitter,dom-parse,esc_scalar,1945400,646995
25,twitter,dom-parse,esc_wide,1926900,646995
26,twitter,dom-parse,esc_scalar,1949700,646995
26,twitter,dom-parse,esc_wide,2013300,646995
27,twitter,dom-parse,esc_scalar,1965300,646995
